Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0021762~substantia nigra development	20	2.098635886673662	1.766453174646276E-12	ENSG00000067560, ENSG00000128245, ENSG00000108953, ENSG00000154277, ENSG00000075624, ENSG00000069535, ENSG00000148672, ENSG00000044574, ENSG00000134308, ENSG00000197971, ENSG00000173786, ENSG00000198668, ENSG00000068903, ENSG00000134333, ENSG00000117115, ENSG00000143933, ENSG00000166165, ENSG00000160014, ENSG00000123560, ENSG00000105695	885	49	16792	7.744494407932664	6.643715688703367E-9	6.039663990767858E-10	5.866230406348041E-10
GOTERM_BP_DIRECT	GO:0042493~response to drug	47	4.931794333683106	8.99371918643067E-11	ENSG00000105894, ENSG00000108821, ENSG00000069535, ENSG00000115415, ENSG00000135046, ENSG00000177606, ENSG00000171223, ENSG00000115457, ENSG00000198888, ENSG00000175445, ENSG00000137801, ENSG00000135446, ENSG00000005884, ENSG00000134333, ENSG00000240583, ENSG00000198727, ENSG00000080824, ENSG00000035862, ENSG00000101439, ENSG00000168036, ENSG00000189058, ENSG00000161202, ENSG00000092964, ENSG00000145730, ENSG00000107331, ENSG00000166710, ENSG00000087460, ENSG00000125740, ENSG00000135679, ENSG00000110436, ENSG00000105409, ENSG00000132164, ENSG00000265972, ENSG00000179218, ENSG00000170345, ENSG00000110092, ENSG00000166741, ENSG00000183044, ENSG00000079215, ENSG00000147246, ENSG00000182871, ENSG00000163399, ENSG00000010810, ENSG00000078549, ENSG00000100097, ENSG00000124762, ENSG00000145423	885	304	16792	2.9334820101100205	3.382536347684706E-7	2.8187814883471462E-8	2.7378380156692702E-8
GOTERM_BP_DIRECT	GO:0001649~osteoblast differentiation	25	2.6232948583420774	6.257280922428076E-10	ENSG00000152661, ENSG00000108821, ENSG00000136235, ENSG00000167460, ENSG00000171223, ENSG00000041982, ENSG00000144028, ENSG00000160710, ENSG00000110955, ENSG00000153187, ENSG00000005513, ENSG00000115268, ENSG00000118785, ENSG00000038427, ENSG00000142156, ENSG00000142871, ENSG00000011028, ENSG00000169710, ENSG00000115461, ENSG00000128602, ENSG00000146674, ENSG00000181449, ENSG00000142534, ENSG00000078804, ENSG00000141367	885	104	16792	4.561060408518036	2.353360750939615E-6	1.810279503788615E-7	1.7582959392022894E-7
GOTERM_BP_DIRECT	GO:0002181~cytoplasmic translation	13	1.3641133263378804	1.1594733536674692E-9	ENSG00000182899, ENSG00000137818, ENSG00000177600, ENSG00000071082, ENSG00000130255, ENSG00000163682, ENSG00000147604, ENSG00000174748, ENSG00000089009, ENSG00000161970, ENSG00000089157, ENSG00000162244, ENSG00000106682	885	25	16792	9.866485875706214	4.360769975009227E-6	3.1148423451023945E-7	3.0253972578194753E-7
GOTERM_BP_DIRECT	GO:0043066~negative regulation of apoptotic process	56	5.876180482686253	7.038270327776916E-9	ENSG00000071054, ENSG00000103811, ENSG00000135046, ENSG00000084207, ENSG00000198625, ENSG00000139644, ENSG00000113013, ENSG00000085063, ENSG00000112715, ENSG00000150991, ENSG00000133112, ENSG00000171867, ENSG00000060138, ENSG00000172757, ENSG00000137154, ENSG00000221983, ENSG00000120129, ENSG00000143947, ENSG00000165119, ENSG00000187764, ENSG00000143384, ENSG00000128602, ENSG00000124762, ENSG00000026508, ENSG00000044574, ENSG00000181163, ENSG00000137801, ENSG00000072163, ENSG00000240583, ENSG00000118971, ENSG00000164111, ENSG00000146648, ENSG00000134250, ENSG00000145675, ENSG00000012223, ENSG00000160710, ENSG00000102265, ENSG00000215021, ENSG00000109846, ENSG00000019582, ENSG00000135679, ENSG00000005513, ENSG00000100906, ENSG00000196924, ENSG00000170315, ENSG00000142871, ENSG00000145425, ENSG00000136160, ENSG00000135472, ENSG00000106052, ENSG00000119917, ENSG00000164924, ENSG00000125398, ENSG00000087250, ENSG00000182578, ENSG00000106211	885	455	16792	2.3352629291612343	2.6470584339022274E-5	1.7647289801845987E-6	1.714053433824605E-6
GOTERM_BP_DIRECT	GO:0060333~interferon-gamma-mediated signaling pathway	19	1.993704092339979	1.793828237153376E-8	ENSG00000149294, ENSG00000026508, ENSG00000115415, ENSG00000196126, ENSG00000117228, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000204592, ENSG00000204525, ENSG00000171206, ENSG00000206503, ENSG00000223865, ENSG00000070808, ENSG00000234745, ENSG00000125148, ENSG00000231389, ENSG00000162645, ENSG00000166710	885	71	16792	5.07755231956712	6.746360499665371E-5	4.216617499958655E-6	4.095534093950801E-6
GOTERM_BP_DIRECT	GO:0001525~angiogenesis	35	3.6726128016789086	2.14692009878809E-8	ENSG00000182718, ENSG00000113578, ENSG00000134871, ENSG00000120708, ENSG00000154229, ENSG00000177606, ENSG00000115414, ENSG00000173546, ENSG00000115053, ENSG00000143878, ENSG00000100644, ENSG00000189058, ENSG00000100345, ENSG00000087245, ENSG00000127329, ENSG00000140105, ENSG00000106366, ENSG00000169504, ENSG00000110955, ENSG00000112715, ENSG00000133216, ENSG00000100292, ENSG00000154096, ENSG00000171951, ENSG00000001631, ENSG00000130066, ENSG00000116016, ENSG00000157227, ENSG00000118523, ENSG00000138061, ENSG00000205336, ENSG00000108691, ENSG00000182871, ENSG00000091129, ENSG00000105220	885	223	16792	2.9779838362341975	8.074240588107351E-5	4.74974499502471E-6	4.6133524240428785E-6
GOTERM_BP_DIRECT	GO:0009611~response to wounding	17	1.7838405036726128	1.0805076560000573E-7	ENSG00000110436, ENSG00000196562, ENSG00000110799, ENSG00000172020, ENSG00000117318, ENSG00000131095, ENSG00000041982, ENSG00000115414, ENSG00000118523, ENSG00000152518, ENSG00000185650, ENSG00000079215, ENSG00000151914, ENSG00000140526, ENSG00000108691, ENSG00000181449, ENSG00000128016	885	63	16792	5.119971303022151	4.06296390473071E-4	2.2576607190090086E-5	2.192830259649005E-5
GOTERM_BP_DIRECT	GO:0030203~glycosaminoglycan metabolic process	12	1.2591815320041972	1.1674516365672843E-7	ENSG00000038427, ENSG00000182492, ENSG00000188157, ENSG00000162512, ENSG00000063660, ENSG00000114646, ENSG00000132692, ENSG00000135677, ENSG00000124145, ENSG00000011465, ENSG00000130287, ENSG00000173546	885	29	16792	7.851315020455874	4.3898220521265685E-4	2.3109397921734505E-5	2.244579383358047E-5
GOTERM_BP_DIRECT	GO:0050821~protein stabilization	25	2.6232948583420774	1.6128641516681255E-7	ENSG00000129244, ENSG00000070087, ENSG00000136854, ENSG00000198625, ENSG00000080824, ENSG00000161202, ENSG00000143153, ENSG00000145675, ENSG00000215021, ENSG00000163468, ENSG00000130787, ENSG00000108518, ENSG00000111640, ENSG00000179218, ENSG00000096384, ENSG00000196924, ENSG00000204389, ENSG00000145362, ENSG00000128602, ENSG00000124766, ENSG00000146731, ENSG00000087250, ENSG00000166226, ENSG00000101265, ENSG00000124762	885	136	16792	3.4878697241608503	6.064143126286448E-4	3.0329910372119104E-5	2.9458963730218314E-5
GOTERM_BP_DIRECT	GO:0032355~response to estradiol	20	2.098635886673662	2.0828319537670346E-7	ENSG00000105894, ENSG00000109846, ENSG00000108821, ENSG00000133110, ENSG00000196498, ENSG00000135046, ENSG00000115457, ENSG00000157103, ENSG00000265972, ENSG00000084207, ENSG00000179218, ENSG00000110092, ENSG00000118523, ENSG00000101439, ENSG00000168036, ENSG00000120129, ENSG00000145730, ENSG00000167658, ENSG00000078549, ENSG00000105220	885	91	16792	4.170112373502204	7.830464383185021E-4	3.7302528467227704E-5	3.623135774814751E-5
GOTERM_BP_DIRECT	GO:0042542~response to hydrogen peroxide	15	1.5739769150052465	2.3629140439966407E-7	ENSG00000109846, ENSG00000158615, ENSG00000100292, ENSG00000108821, ENSG00000244734, ENSG00000198695, ENSG00000115415, ENSG00000198786, ENSG00000177606, ENSG00000265972, ENSG00000134333, ENSG00000120129, ENSG00000188536, ENSG00000167658, ENSG00000233276	885	51	16792	5.580591558657361	8.882973072525946E-4	4.039508963396076E-5	3.9235113648726036E-5
GOTERM_BP_DIRECT	GO:0009612~response to mechanical stimulus	16	1.6789087093389297	2.655720433117138E-7	ENSG00000133110, ENSG00000115415, ENSG00000159388, ENSG00000159200, ENSG00000177606, ENSG00000171223, ENSG00000115457, ENSG00000041982, ENSG00000137801, ENSG00000265972, ENSG00000133048, ENSG00000157227, ENSG00000108691, ENSG00000011465, ENSG00000146733, ENSG00000125740	885	59	16792	5.145494589677296	9.983179364386752E-4	4.3426802386754594E-5	4.217976844424742E-5
GOTERM_BP_DIRECT	GO:0022617~extracellular matrix disassembly	18	1.888772298006296	3.190206267780913E-7	ENSG00000172270, ENSG00000026508, ENSG00000135047, ENSG00000136167, ENSG00000132692, ENSG00000115414, ENSG00000116962, ENSG00000148180, ENSG00000175899, ENSG00000157227, ENSG00000118785, ENSG00000135862, ENSG00000035862, ENSG00000166033, ENSG00000049540, ENSG00000087245, ENSG00000011465, ENSG00000102265	885	76	16792	4.493844781445138	0.0011991172524581373	4.9993190721350057E-5	4.8557597900848646E-5
GOTERM_BP_DIRECT	GO:0061621~canonical glycolysis	11	1.154249737670514	3.816363138740842E-7	ENSG00000074800, ENSG00000170525, ENSG00000149925, ENSG00000109107, ENSG00000067057, ENSG00000067225, ENSG00000111669, ENSG00000111674, ENSG00000111640, ENSG00000105220, ENSG00000102144	885	26	16792	8.027466318991742	0.0014343048505798262	5.741336705921722E-5	5.5764698183281185E-5
GOTERM_BP_DIRECT	GO:0016525~negative regulation of angiogenesis	16	1.6789087093389297	5.341269320297495E-7	ENSG00000105894, ENSG00000214548, ENSG00000115415, ENSG00000181790, ENSG00000134871, ENSG00000137801, ENSG00000135744, ENSG00000001631, ENSG00000132386, ENSG00000113140, ENSG00000113296, ENSG00000137573, ENSG00000108691, ENSG00000010327, ENSG00000011465, ENSG00000102760	885	62	16792	4.896519045015491	0.002006835535210194	7.726351505245722E-5	7.50448339501798E-5
GOTERM_BP_DIRECT	GO:0030574~collagen catabolic process	16	1.6789087093389297	8.295743942900291E-7	ENSG00000108821, ENSG00000130635, ENSG00000135047, ENSG00000134871, ENSG00000117984, ENSG00000204262, ENSG00000157227, ENSG00000142156, ENSG00000011028, ENSG00000187498, ENSG00000142173, ENSG00000164692, ENSG00000163359, ENSG00000182871, ENSG00000087245, ENSG00000164733	885	64	16792	4.743502824858758	0.0031151683537194996	1.1555664062684444E-4	1.1223834304968431E-4
GOTERM_BP_DIRECT	GO:0051412~response to corticosterone	9	0.944386149003148	1.5596169299815303E-6	ENSG00000110092, ENSG00000143933, ENSG00000069535, ENSG00000160014, ENSG00000198668, ENSG00000170345, ENSG00000277586, ENSG00000125740, ENSG00000124762	885	18	16792	9.487005649717513	0.005848554076950729	2.0948997405930485E-4	2.0347430875794752E-4
GOTERM_BP_DIRECT	GO:0030207~chondroitin sulfate catabolic process	8	0.8394543546694648	2.711742336023025E-6	ENSG00000038427, ENSG00000182492, ENSG00000114646, ENSG00000132692, ENSG00000010404, ENSG00000011465, ENSG00000130287, ENSG00000173546	885	14	16792	10.842292171105731	0.010147044570275487	3.414828532427493E-4	3.3167691116611623E-4
GOTERM_BP_DIRECT	GO:0000086~G2/M transition of mitotic cell cycle	23	2.413431269674711	2.723872799064738E-6	ENSG00000132688, ENSG00000108953, ENSG00000196230, ENSG00000113558, ENSG00000104833, ENSG00000197102, ENSG00000213639, ENSG00000198668, ENSG00000175203, ENSG00000213923, ENSG00000150991, ENSG00000170027, ENSG00000080824, ENSG00000170315, ENSG00000139289, ENSG00000143933, ENSG00000167552, ENSG00000221983, ENSG00000143947, ENSG00000160014, ENSG00000188229, ENSG00000124762, ENSG00000111907	885	137	16792	3.1854179553796036	0.01019220339922311	3.414828532427493E-4	3.3167691116611623E-4
GOTERM_BP_DIRECT	GO:0044267~cellular protein metabolic process	21	2.2035676810073452	3.2774806985526048E-6	ENSG00000090382, ENSG00000103811, ENSG00000118271, ENSG00000120708, ENSG00000142192, ENSG00000136156, ENSG00000115457, ENSG00000150991, ENSG00000148180, ENSG00000170315, ENSG00000115461, ENSG00000101439, ENSG00000167244, ENSG00000221983, ENSG00000143947, ENSG00000087245, ENSG00000146674, ENSG00000186318, ENSG00000166710, ENSG00000012223, ENSG00000141753	885	118	16792	3.3767308244757253	0.012250963467265286	3.97632416363108E-4	3.86214096510086E-4
GOTERM_BP_DIRECT	GO:0007417~central nervous system development	21	2.2035676810073452	4.279034427834902E-6	ENSG00000132688, ENSG00000160307, ENSG00000148082, ENSG00000197971, ENSG00000159200, ENSG00000117318, ENSG00000111676, ENSG00000132692, ENSG00000084207, ENSG00000171246, ENSG00000130287, ENSG00000038427, ENSG00000148516, ENSG00000035862, ENSG00000204655, ENSG00000184144, ENSG00000091129, ENSG00000187957, ENSG00000010810, ENSG00000145730, ENSG00000106278	885	120	16792	3.32045197740113	0.015964674735509554	5.029202650964708E-4	4.884785239025281E-4
GOTERM_BP_DIRECT	GO:0060337~type I interferon signaling pathway	15	1.5739769150052465	4.6164535874162244E-6	ENSG00000187608, ENSG00000115415, ENSG00000120738, ENSG00000204592, ENSG00000157601, ENSG00000204525, ENSG00000142089, ENSG00000126709, ENSG00000206503, ENSG00000234745, ENSG00000101347, ENSG00000162645, ENSG00000119917, ENSG00000185745, ENSG00000160710	885	64	16792	4.447033898305085	0.0172126620028501	5.261358164324976E-4	5.110274228736809E-4
GOTERM_BP_DIRECT	GO:0042274~ribosomal small subunit biogenesis	8	0.8394543546694648	8.235846512042051E-6	ENSG00000233927, ENSG00000137154, ENSG00000138326, ENSG00000105193, ENSG00000105372, ENSG00000115268, ENSG00000171863, ENSG00000182774	885	16	16792	9.487005649717515	0.030500331555013416	9.110299626997105E-4	8.848690384849886E-4
